en_name,ch_name,url,ranking,area
MLitt English Literature: American Modern Literature ,格拉斯哥大学英语文学（美国现代文学）文学硕士,/majr_66189,QS排名：81,社科 文化
MLitt English Literature: Fantasy ,格拉斯哥大学英语文学（奇幻小说）文学硕士,/majr_66190,QS排名：81,社科 文化
"MLitt English Literature: Modernities - Literature, Culture, Theory ",格拉斯哥大学英语文学（现代性-文学、文化、理论）文学硕士,/majr_66191,QS排名：81,社科 文化
MSc Art History: Collecting & Provenance in an International Context ,格拉斯哥大学艺术史（国际背景下的收藏与起源）理学硕士,/majr_66193,QS排名：81,社科 文化
MLitt Art History: Dress & Textile Histories ,格拉斯哥大学艺术史（服装与纺织历史）文学硕士,/majr_66194,QS排名：81,社科 其他社科
"MLitt Art History: Technical Art History, Making & Meaning ",格拉斯哥大学艺术史（技术艺术史、创作与意义）文学硕士,/majr_66195,QS排名：81,社科 其他社科
MMus Musicology ,格拉斯哥大学音乐学音乐硕士,/majr_66196,QS排名：81,社科 其他社科
MSc Sound Design & Audiovisual Practice ,格拉斯哥大学声音设计与视听实践理学硕士,/majr_66197,QS排名：81,社科 其他社科
MLitt Playwriting & Dramaturgy ,格拉斯哥大学剧本创作与戏剧作法文学硕士,/majr_66198,QS排名：81,社科 文化
MLitt Theatre & Performance Practices ,格拉斯哥大学戏剧与表演实践文学硕士,/majr_66199,QS排名：81,社科 其他社科
MLitt Theatre Studies ,格拉斯哥大学戏剧研究文学硕士,/majr_66200,QS排名：81,社科 其他社科
MSc Medical Devices Engineering ,格拉斯哥大学医疗设备工程理学硕士,/majr_66201,QS排名：81,工科 其他工科
MSc Material Culture & Artefact Studies ,格拉斯哥大学物质文化与人工制品研究理学硕士,/majr_66210,QS排名：81,社科 其他社科
MLitt Comparative Literature ,格拉斯哥大学比较文学文学硕士,/majr_66225,QS排名：81,社科 文化
"MSc Animal Welfare Science, Ethics & Law ",格拉斯哥大学动物福利科学、伦理与法律理学硕士,/majr_66228,QS排名：81,社科 其他社科
MSc Chemical Biology ,格拉斯哥大学化学生物学理学硕士,/majr_66232,QS排名：81,理科 生物
MSc Conservation Management of African Ecosystems ,格拉斯哥大学非洲生态系统保护管理理学硕士,/majr_66234,QS排名：81,社科 其他社科
MRes Ecology & Environmental Biology ,格拉斯哥大学生态与环境生物学硕士,/majr_67618,QS排名：81,理科 生物
MS in Business Analytics,威斯康星大学麦迪逊分校商业分析硕士,/majr_65526,QS排名：83,商科 商业分析
Master of Science in Economics,威斯康星大学麦迪逊分校经济学硕士,/majr_65707,QS排名：83,商科 经济
Master in Education,威斯康星大学麦迪逊分校教育学硕士,/majr_71680,QS排名：83,社科 教育
Master's in English: Applied English Linguistics,威斯康星大学麦迪逊分校英语应用语言学文学硕士,/majr_71701,QS排名：83,社科 教育
MS Mechanical Engineering: research,威斯康星大学麦迪逊分校机械工程理学硕士：研究,/majr_71844,QS排名：83,工科 机械工程
MS Mechanical Engineering: Accelerated Program,威斯康星大学麦迪逊分校机械工程理学硕士：加速计划,/majr_71845,QS排名：83,工科 机械工程
MS Mechanical Engineering: modelling and simulation in mechanical engineering,威斯康星大学麦迪逊分校机械工程理学硕士：机械工程中的建模与仿真,/majr_71847,QS排名：83,工科 机械工程
"Materials Science and Engineering M.S., Nanomaterials and Nanoengineering",威斯康星大学麦迪逊分校材料科学与工程：纳米材料与纳米工程理学硕士,/majr_71902,QS排名：83,工科 材料
Materials Science and Engineering MS - Research,威斯康星大学麦迪逊分校材料科学与工程：研究理学硕士,/majr_71903,QS排名：83,工科 材料
MS Civil and Environmental Engineering,威斯康星大学麦迪逊分校土木与环境工程理学硕士,/majr_71982,QS排名：83,工科 土木工程
MS in Statistics,威斯康星大学麦迪逊分校统计学理学硕士,/majr_72067,QS排名：83,理科 数学
Master of Science in Financial Engineering,伊利诺伊大学香槟分校金融工程硕士,/majr_65693,QS排名：85,商科 金工金数
MS in Predictive Analytics & Risk Management (PARM),伊利诺伊大学香槟分校预测分析与风险管理硕士,/majr_72140,QS排名：85,商科 金工金数
MS in Finance,伊利诺伊大学香槟分校金融硕士,/majr_65583,QS排名：85,商科 金融
Professional Master of Computer Science,伊利诺伊大学香槟分校计算机科学硕士,/majr_65775,QS排名：85,工科 计算机
MS in Computer Science,伊利诺伊大学香槟分校计算机科学硕士,/majr_65776,QS排名：85,工科 计算机
Master of Science in Policy Economics,伊利诺伊大学香槟分校政策经济学硕士,/majr_65712,QS排名：85,商科 经济
Master of Science in Accountancy,伊利诺伊大学香槟分校会计硕士,/majr_65612,QS排名：85,商科 会计
MS in Electrical and Computer Engineering,伊利诺伊大学香槟分校电气与计算机工程硕士,/majr_65804,QS排名：85,工科 电气电子
MA in Teaching of English as a Second Language,伊利诺伊大学香槟分校对外英语教育学硕士,/majr_71695,QS排名：85,社科 教育
MS in Mechanical Engineering,伊利诺伊大学香槟分校机械工程理学硕士,/majr_71848,QS排名：85,工科 机械工程
MEng in Mechanical Engineering,伊利诺伊大学香槟分校机械工程工学硕士,/majr_71849,QS排名：85,工科 机械工程
Master of Science in Materials Science & Engineering,伊利诺伊大学香槟分校材料科学与工程理学硕士,/majr_71904,QS排名：85,工科 材料
Master of Engineering in Materials Engineering,伊利诺伊大学香槟分校材料科学与工程工学硕士,/majr_71905,QS排名：85,工科 材料
MS in Bioengineering,伊利诺伊大学香槟分校生物工程理学硕士,/majr_71761,QS排名：85,工科 生物工程
MEng in Bioengineering,伊利诺伊大学香槟分校生物工程工学硕士,/majr_71762,QS排名：85,工科 生物工程
MS in Information Management,伊利诺伊大学香槟分校信息管理硕士,/majr_65562,QS排名：85,商科 信息系统
MS in Civil Engineering,伊利诺伊大学香槟分校土木工程理学硕士,/majr_71962,QS排名：85,工科 土木工程
MS in Management,伊利诺伊大学香槟分校管理学硕士,/majr_65606,QS排名：85,商科 管理
Master of Science in Technology Management,伊利诺伊大学香槟分校科技管理理学硕士,/majr_72003,QS排名：85,工科 工程管理
M.S.in Environmental Engineering,伊利诺伊大学香槟分校环境工程理学硕士,/majr_71950,QS排名：85,工科 环境工程
MS in Statistics,伊利诺伊大学香槟分校统计学硕士,/majr_67224,QS排名：85,理科 数学
MSc Financial Mathematics,利兹大学金融数学理学硕士,/majr_50993,QS排名：86,商科 金工金数
MSc Accounting and Finance,利兹大学会计与金融理学硕士,/majr_50978,QS排名：86,商科 金融
MSc Banking and International Finance,利兹大学银行与国际金融理学硕士,/majr_50986,QS排名：86,商科 金融
MSc Finance and Investment,利兹大学金融与投资理学硕士,/majr_50992,QS排名：86,商科 金融
MSc Financial Risk Management,利兹大学金融风险管理理学硕士,/majr_50994,QS排名：86,商科 金融
MSc Advanced Computer Science,利兹大学高级计算机科学理学硕士,/majr_51048,QS排名：86,工科 计算机
MSc Advanced Computer Science (Cloud Computing),利兹大学高级计算机科学（云计算）理学硕士,/majr_51049,QS排名：86,工科 计算机
MSc Advanced Computer Science (Data Analytics),利兹大学高级计算机科学（数据分析）理学硕士,/majr_51050,QS排名：86,工科 计算机
MSc High-Performance Graphics and Games Engineering,利兹大学高性能制图与游戏工程理学硕士,/majr_51067,QS排名：86,工科 计算机
MSc Advanced Computer Science (Artificial Intelligence),利兹大学高级计算机科学（人工智能）理学硕士,/majr_62390,QS排名：86,工科 计算机
MSc Business Analytics and Decision Sciences,利兹大学商业分析和决策科学理学硕士,/majr_50987,QS排名：86,商科 商业分析
MSc Economics,利兹大学经济学理学硕士,/majr_50990,QS排名：86,商科 经济
MSc Economics and Finance,利兹大学经济学与金融学理学硕士,/majr_50991,QS排名：86,商科 经济
MSc Ecological Economics,利兹大学生态经济学理学硕士,/majr_51078,QS排名：86,商科 经济
MSc (Eng) Communications and Signal Processing,利兹大学通信和信号处理工学硕士,/majr_51043,QS排名：86,工科 电气电子
MSc (Eng) Embedded Systems Engineering,利兹大学嵌入式系统工程工学硕士,/majr_51045,QS排名：86,工科 电气电子
MSc (Eng) Electrical Engineering and Renewable Energy Systems,利兹大学电气工程和可再生能源系统工学硕士,/majr_51060,QS排名：86,工科 电气电子
MSc (Eng) Electronic and Electrical Engineering,利兹大学电子与电气工程工学硕士,/majr_51061,QS排名：86,工科 电气电子
MSc (Eng) Engineering Technology and Business Management,利兹大学工程技术与商业管理工学硕士,/majr_51062,QS排名：86,工科 电气电子
MSc (Eng) Mechatronics and Robotics,利兹大学机电一体化与机器人工程工学硕士,/majr_51065,QS排名：86,工科 电气电子
MEd Teaching English to Speakers of Other Languages,利兹大学对外英语教学教育学硕士,/majr_51013,QS排名：86,社科 教育
MA Education,利兹大学教育学文学硕士,/majr_51019,QS排名：86,社科 教育
MA Teaching English to Speakers of Other Languages,利兹大学对外英语教学文学硕士,/majr_51032,QS排名：86,社科 教育
MA TESOL Studies,利兹大学对外英语教学研究文学硕士,/majr_51037,QS排名：86,社科 教育
MSc (Eng) Automotive Engineering,利兹大学汽车工程工学硕士,/majr_51042,QS排名：86,工科 机械工程
MSc (Eng) Advanced Mechanical Engineering,利兹大学高级机械工程工学硕士,/majr_51059,QS排名：86,工科 机械工程
MA Special Educational Needs,利兹大学特殊教育需求文学硕士,/majr_61527,QS排名：86,社科 教育
MA Advertising and Marketing,利兹大学广告和营销文学硕士,/majr_50981,QS排名：86,商科 市场营销
MSc Consumer Analytics and Marketing Strategy,利兹大学消费者分析与营销战略理学硕士,/majr_50989,QS排名：86,商科 市场营销
MSc International Marketing Management,利兹大学国际营销管理理学硕士,/majr_50999,QS排名：86,商科 市场营销
MSc Materials Science and Engineering,利兹大学材料科学与工程理学硕士,/majr_51055,QS排名：86,工科 材料
MSc Sustainable Cities,利兹大学可持续城市理学硕士,/majr_61537,QS排名：86,社科 建筑
"MA Fashion, Enterprise and Society",利兹大学时尚、企业与社会文学硕士,/majr_61541,QS排名：86,商科 市场营销
MA Global Fashion Management,利兹大学全球时尚管理文学硕士,/majr_61545,QS排名：86,商科 市场营销
LLM Criminal Justice and Criminal Law,利兹大学刑事司法和刑法法学硕士,/majr_51003,QS排名：86,社科 法律
LLM International Business Law,利兹大学国际商法法学硕士,/majr_51005,QS排名：86,社科 法律
LLM International Trade Law,利兹大学国际贸易法法学硕士,/majr_51006,QS排名：86,社科 法律
LLM Intellectual Property Law,利兹大学知识产权法法学硕士,/majr_51014,QS排名：86,社科 法律
LLM International Banking and Finance Law,利兹大学国际银行和金融法法学硕士,/majr_51015,QS排名：86,社科 法律
LLM International Corporate Law,利兹大学国际公司法法学硕士,/majr_51016,QS排名：86,社科 法律
MSc Criminal Justice and Criminology,利兹大学刑事司法和犯罪学理学硕士,/majr_51018,QS排名：86,社科 法律
MSc Law and Finance,利兹大学法律与金融理学硕士,/majr_51039,QS排名：86,社科 法律
LLM International Human Rights Law,利兹大学国际人权法法学硕士,/majr_61530,QS排名：86,社科 法律
LLM Law and Social Justice,利兹大学法律与社会正义法学硕士,/majr_61532,QS排名：86,社科 法律
MSc Advanced Chemical Engineering,利兹大学高级化学工程理学硕士,/majr_61535,QS排名：86,工科 化工
LLM International Law and Global Governance,利兹大学国际法与全球治理法学硕士,/majr_62968,QS排名：86,社科 法律
LLB Law (Graduate programme),利兹大学法学（研究生课程）,/majr_66291,QS排名：86,社科 法律
MA Gender Studies,利兹大学性别研究文学硕士,/majr_51008,QS排名：86,社科 社会学与社工
MA Social Research,利兹大学社会研究文学硕士,/majr_51031,QS排名：86,社科 社会学与社工
MSc Medical Engineering,利兹大学医学工程理学硕士,/majr_51056,QS排名：86,工科 生物工程
MSc Inequalities and Social Science,利兹大学不平等与社会科学理学硕士,/majr_61529,QS排名：86,社科 社会学与社工
MSc Digital Information Management and Systems Innovation,利兹大学数字信息管理与系统创新理学硕士,/majr_50997,QS排名：86,商科 信息系统
MA International Relations,利兹大学国际关系文学硕士,/majr_51009,QS排名：86,社科 国际关系
MA Global Development,利兹大学全球发展文学硕士,/majr_51021,QS排名：86,社科 国际关系
MA Global Development and Education,利兹大学全球发展与教育文学硕士,/majr_51022,QS排名：86,社科 国际关系
MSc (Eng) Structural Engineering,利兹大学结构工程工学硕士,/majr_51047,QS排名：86,工科 土木工程
"MA Conflict, Development and Peacebuilding",利兹大学冲突、发展与建设和平文学硕士,/majr_61520,QS排名：86,社科 国际关系
