en_name,ch_name,url,ranking,area
MSc Industrial Engineering and Management,邓迪大学工业工程学与管理理学硕士,/majr_61923,QS排名：300+,工科 工业工程
"MSc Entrepreneurship, Innovation and International Business",邓迪大学创业、创新与国际商务理学硕士,/majr_61925,QS排名：300+,商科 创业与创新
"MSc Entrepreneurship, Innovation and Management",邓迪大学创业、创新与管理理学硕士,/majr_61933,QS排名：300+,商科 创业与创新
MSc Industrial Engineering and Digital Marketing,邓迪大学工业工程和数字营销理学硕士,/majr_71530,QS排名：300+,工科 工业工程
MSc International Energy Studies and Energy Economics,邓迪大学国际能源研究和能源经济学理学硕士,/majr_53294,QS排名：300+,工科 能源
MSc International Energy Studies and Energy Finance,邓迪大学国际能源研究和能源金融学理学硕士,/majr_53295,QS排名：300+,工科 能源
MSc International Energy Studies and Oil and Gas Economics,邓迪大学国际能源研究和石油与天然气经济学理学硕士,/majr_53297,QS排名：300+,工科 能源
MSc International Mineral Resources Management,邓迪大学国际矿产资源管理理学硕士,/majr_53314,QS排名：300+,工科 能源
MSc International Oil and Gas Management,邓迪大学国际石油与天然气管理理学硕士,/majr_53315,QS排名：300+,工科 能源
MSc Sustainability and Renewables,邓迪大学可持续性和可再生能源理学硕士,/majr_67478,QS排名：300+,工科 能源
MPH Public Health,邓迪大学公共卫生学硕士,/majr_62042,QS排名：300+,社科 公共卫生
MDPH Dental Public Health,邓迪大学牙科公共卫生硕士,/majr_67444,QS排名：300+,社科 公共卫生
MPH Public Health (Palliative Care Research),邓迪大学公共卫生硕士（姑息治疗研究）,/majr_67476,QS排名：300+,社科 公共卫生
MSc Developmental Psychology,邓迪大学发展心理学理学硕士,/majr_53291,QS排名：300+,社科 心理学
MSc Psychological Research Methods,邓迪大学心理学研究方法理学硕士,/majr_53335,QS排名：300+,社科 心理学
MSc Psychology (Conversion),邓迪大学心理学理学硕士（转换）,/majr_67475,QS排名：300+,社科 心理学
MSc Anatomy & Advanced Forensic Anthropology,邓迪大学解剖学和高级法医人类学理学硕士,/majr_67430,QS排名：300+,社科 医学
MSc Applied Neuroscience,邓迪大学应用神经科学理学硕士,/majr_67432,QS排名：300+,社科 医学
MSc Forensic Dentistry,邓迪大学法医牙科理学硕士,/majr_67450,QS排名：300+,社科 医学
MFOdont Forensic Odontology,邓迪大学法医牙科学硕士,/majr_67451,QS排名：300+,社科 医学
MSc Human Anatomy,邓迪大学人体解剖学理学硕士,/majr_67453,QS排名：300+,社科 医学
MSc Human Clinical Embryology & Assisted Conception,邓迪大学人类临床胚胎学和辅助受孕理学硕士,/majr_67454,QS排名：300+,社科 医学
MSc Medical Art,邓迪大学医学艺术理学硕士,/majr_67468,QS排名：300+,社科 医学
MSc Medical Imaging,邓迪大学医学影像理学硕士,/majr_67469,QS排名：300+,社科 医学
MSc Motion Analysis,邓迪大学运动分析理学硕士,/majr_67470,QS排名：300+,社科 医学
MSc Nursing & Health,邓迪大学护理与健康理学硕士,/majr_67471,QS排名：300+,社科 医学
MSc Orthopaedic and Rehabilitation Technology,邓迪大学骨科和康复技术理学硕士,/majr_67472,QS排名：300+,社科 医学
MSc Orthopaedic Science,邓迪大学骨科科学理学硕士,/majr_67473,QS排名：300+,社科 医学
MMEd Medical Education,邓迪大学医学教育硕士,/majr_71531,QS排名：300+,社科 医学
MSc Psychology of Language,邓迪大学语言心理学理学硕士,/majr_53336,QS排名：300+,社科 语言
MLitt English Studies,邓迪大学英语研究文学硕士,/majr_53260,QS排名：300+,社科 文化
MSc Applied Mathematics,邓迪大学应用数学理学硕士,/majr_53266,QS排名：300+,理科 数学
MSc Augmentative & Alternative Communication,邓迪大学辩论性及替代性沟通理学硕士,/majr_53338,QS排名：300+,社科 其他社科
MSc International Business and Strategy,邓迪大学国际商务与策略理学硕士,/majr_61924,QS排名：300+,商科 其他商科
MFA Art & Humanities,邓迪大学艺术与人文艺术硕士,/majr_62941,QS排名：300+,社科 文化
MSc Design for Business,邓迪大学商业设计理学硕士,/majr_62945,QS排名：300+,商科 其他商科
MSc Animation & VFX,邓迪大学动画与视觉特效理学硕士,/majr_67431,QS排名：300+,社科 影视
"MFA Art, Science & Visual Thinking",邓迪大学艺术、科学与视觉思维艺术硕士,/majr_67433,QS排名：300+,社科 其他社科
MDes Comics & Graphic Novels,邓迪大学漫画与图画小说设计硕士,/majr_67440,QS排名：300+,社科 文化
MLitt Comics & Graphic Novels,邓迪大学漫画与图画小说文学硕士,/majr_67441,QS排名：300+,社科 文化
MSc Data Science & Engineering,邓迪大学数据科学与工程理学硕士,/majr_67443,QS排名：300+,理科 数据科学
MSc Design for Healthcare,邓迪大学医疗保健设计理学硕士,/majr_67445,QS排名：300+,社科 其他社科
MFA Fine Art,邓迪大学艺术硕士,/majr_67446,QS排名：300+,社科 其他社科
MSc Forensic Art & Facial Imaging,邓迪大学法医艺术与面部成像理学硕士,/majr_67449,QS排名：300+,社科 其他社科
MSc Health Data Science for Applied Precision Medicine,邓迪大学应用精准医学的健康数据科学理学硕士,/majr_67452,QS排名：300+,理科 数据科学
MSc International Energy Commerce,邓迪大学国际能源商务理学硕士,/majr_67462,QS排名：300+,商科 其他商科
MSc Product Design,邓迪大学产品设计理学硕士,/majr_67474,QS排名：300+,工科 其他工科
MSc Actuarial Management,伦敦大学城市学院精算管理理学硕士,/majr_64742,QS排名：300+,商科 金工金数
MSc Actuarial Science,伦敦大学城市学院精算科学理学硕士,/majr_64743,QS排名：300+,商科 金工金数
MSc Financial Mathematics,伦敦大学城市学院金融数学理学硕士,/majr_64750,QS排名：300+,商科 金工金数
MSc Banking and International Finance,伦敦大学城市学院银行与国际金融理学硕士,/majr_64744,QS排名：300+,商科 金融
MSc Corporate Finance,伦敦大学城市学院企业金融理学硕士,/majr_64746,QS排名：300+,商科 金融
"MSc Energy, Trade and Finance",伦敦大学城市学院能源，贸易与金融理学硕士,/majr_64747,QS排名：300+,商科 金融
MSc Finance,伦敦大学城市学院金融理学硕士,/majr_64749,QS排名：300+,商科 金融
MSc Investment Management,伦敦大学城市学院投资管理理学硕士,/majr_64757,QS排名：300+,商科 金融
MSc Mathematical Trading and Finance,伦敦大学城市学院数学贸易与金融理学硕士,/majr_64759,QS排名：300+,商科 金融
MSc Quantitative Finance,伦敦大学城市学院定量金融理学硕士,/majr_64760,QS排名：300+,商科 金融
MSc Artificial Intelligence,伦敦大学城市学院人工智能理学硕士,/majr_64815,QS排名：300+,工科 计算机
MSc Computer Games Technology,伦敦大学城市学院电脑游戏技术理学硕士,/majr_64819,QS排名：300+,工科 计算机
MSc Cyber Security,伦敦大学城市学院网络安全理学硕士,/majr_64821,QS排名：300+,工科 计算机
MSc Human-Computer Interaction Design,伦敦大学城市学院人机交互设计理学硕士,/majr_64824,QS排名：300+,工科 计算机
MSc Information Science,伦敦大学城市学院信息科学理学硕士,/majr_64825,QS排名：300+,工科 计算机
MSc Software Engineering with Cloud Computing,伦敦大学城市学院软件工程与云计算理学硕士,/majr_64833,QS排名：300+,工科 计算机
MSc Business Analytics,伦敦大学城市学院商业分析理学硕士,/majr_64745,QS排名：300+,商科 商业分析
MSc Behavioural Economics,伦敦大学城市学院行为经济学理学硕士,/majr_64764,QS排名：300+,商科 经济
MSc Business Economics / International Business Economics,伦敦大学城市学院商业经济学/国际商业经济学理学硕士,/majr_64766,QS排名：300+,商科 经济
MSc Development Economics,伦敦大学城市学院发展经济学理学硕士,/majr_64774,QS排名：300+,商科 经济
MSc Economics,伦敦大学城市学院经济学理学硕士,/majr_64777,QS排名：300+,商科 经济
MSc Financial Economics,伦敦大学城市学院金融经济学理学硕士,/majr_64780,QS排名：300+,商科 经济
MA Global Political Economy,伦敦大学城市学院全球政治经济学文学硕士,/majr_64783,QS排名：300+,商科 经济
MSc Health Economics,伦敦大学城市学院健康经济学理学硕士,/majr_64784,QS排名：300+,商科 经济
MSc International Accounting and Finance,伦敦大学城市学院国际会计与金融理学硕士,/majr_64755,QS排名：300+,商科 会计
MSc Advanced Mechanical Engineering,伦敦大学城市学院先进机械工程理学硕士,/majr_64814,QS排名：300+,工科 机械工程
MSc Autonomous Systems,伦敦大学城市学院自动化系统理学硕士,/majr_71545,QS排名：300+,工科 机械工程
MSc Marketing Strategy and Innovation,伦敦大学城市学院营销策略与创新理学硕士,/majr_64758,QS排名：300+,商科 市场营销
MSc Criminology and Criminal Justice,伦敦大学城市学院犯罪学与刑事司法理学硕士,/majr_64771,QS排名：300+,社科 法律
LLM Bar Vocational Studies,伦敦大学城市学院律师职业研究法学硕士,/majr_64835,QS排名：300+,社科 法律
LLM International Litigation and Dispute Resolution,伦敦大学城市学院国际诉讼和纠纷解决法学硕士,/majr_64836,QS排名：300+,社科 法律
LLM Criminal Litigation,伦敦大学城市学院刑事诉讼法学硕士,/majr_64837,QS排名：300+,社科 法律
LLM International Banking and Finance Law,伦敦大学城市学院国际银行与金融法法学硕士,/majr_64839,QS排名：300+,社科 法律
LLM International Commercial Law,伦敦大学城市学院国际商法法学硕士,/majr_64840,QS排名：300+,社科 法律
LLM International Human Rights,伦敦大学城市学院国际人权法学硕士,/majr_64845,QS排名：300+,社科 法律
LLM Maritime Law,伦敦大学城市学院海商法法学硕士,/majr_64846,QS排名：300+,社科 法律
LLM Master of Laws,伦敦大学城市学院法学硕士,/majr_64849,QS排名：300+,社科 法律
LLM Public International Law,伦敦大学城市学院国际公法法学硕士,/majr_64851,QS排名：300+,社科 法律
LLB Graduate Entry Law,伦敦大学城市学院研究生入门法律法学学士,/majr_71547,QS排名：300+,社科 法律
MSc Research Methods,伦敦大学城市学院研究方法理学硕士,/majr_64798,QS排名：300+,社科 社会学与社工
MA Diplomacy and Foreign Policy,伦敦大学城市学院外交与外交政策文学硕士,/majr_64775,QS排名：300+,社科 国际关系
MA International Communications and Development,伦敦大学城市学院国际交流与发展文学硕士,/majr_64786,QS排名：300+,社科 国际关系
MA International Politics,伦敦大学城市学院国际政治文学硕士,/majr_64788,QS排名：300+,社科 国际关系
MA International Politics and Human Rights,伦敦大学城市学院国际政治与人权文学文学硕士,/majr_64789,QS排名：300+,社科 国际关系
MSc Civil Engineering Structures,伦敦大学城市学院土木工程结构理学硕士,/majr_64817,QS排名：300+,工科 土木工程
MSc Library Science,伦敦大学城市学院图书馆学理学硕士,/majr_64828,QS排名：300+,商科 信息系统
MSc International Business,伦敦大学城市学院国际商务理学硕士,/majr_64756,QS排名：300+,商科 管理
MSc Construction Management,伦敦大学城市学院施工管理理学硕士,/majr_64820,QS排名：300+,工科 工程管理
"MSc Project Management, Finance and Risk",伦敦大学城市学院项目管理，财务与风险理学硕士,/majr_64831,QS排名：300+,工科 工程管理
MSc Management,伦敦大学城市学院管理学理学硕士,/majr_71543,QS排名：300+,商科 管理
MSc Entrepreneurship,伦敦大学城市学院创业精神理学硕士,/majr_64748,QS排名：300+,商科 创业与创新
MSc Digital Supply Chain Management,伦敦大学城市学院数字供应链管理理学硕士,/majr_64752,QS排名：300+,商科 供应链管理
"MSc Innovation, Creativity and Leadership",伦敦大学城市学院创新，创造力和领导力理学硕士,/majr_64753,QS排名：300+,商科 创业与创新
MSc Real Estate,伦敦大学城市学院房地产理学硕士,/majr_64761,QS排名：300+,商科 房地产
MSc Real Estate Investment,伦敦大学城市学院房地产投资理学硕士,/majr_64762,QS排名：300+,商科 房地产
MSc Food Policy,伦敦大学城市学院食品政策理学硕士,/majr_64805,QS排名：300+,社科 公共政策与事务
Full-time MBA,伦敦大学城市学院工商管理,/majr_64751,QS排名：300+,商科 工商管理
MSc Energy and Environmental Technology and Economics,伦敦大学城市学院能源与环境技术与经济理学硕士,/majr_64823,QS排名：300+,工科 能源
MSc Renewable Energy and Power Systems Management,伦敦大学城市学院可再生能源和电力系统管理理学硕士,/majr_64832,QS排名：300+,工科 能源
MSc Economic Evaluation in Health Care,伦敦大学城市学院卫生保健经济评价理学硕士,/majr_64776,QS排名：300+,社科 公共卫生
MSc Health Management,伦敦大学城市学院健康管理理学硕士,/majr_64806,QS排名：300+,社科 公共卫生
MSc Health Policy,伦敦大学城市学院卫生政策理学硕士,/majr_64807,QS排名：300+,社科 公共卫生
MPH Public Health,伦敦大学城市学院公共卫生硕士,/majr_64812,QS排名：300+,社科 公共卫生
MSc Organisational Psychology,伦敦大学城市学院组织心理学理学硕士,/majr_64796,QS排名：300+,社科 心理学
MSc Maritime Operations and Management,伦敦大学城市学院海上运营与管理理学硕士,/majr_64829,QS排名：300+,工科 海洋技术
MSc Maritime Safety and Security Management,伦敦大学城市学院海事安全和安保管理理学硕士,/majr_71544,QS排名：300+,工科 海洋技术
"MSc Clinical, Social and Cognitive Neuroscience",伦敦大学城市学院临床，社会和认知神经科学理学硕士,/majr_64767,QS排名：300+,社科 医学
MSc Clinical Optometry,伦敦大学城市学院临床验光理学硕士,/majr_64803,QS排名：300+,社科 医学
MSc Enhanced Midwifery Care,伦敦大学城市学院助产保健理学硕士,/majr_64804,QS排名：300+,社科 医学
MSc Global Maternal Health,伦敦大学城市学院全球孕产妇健康理学硕士,/majr_71546,QS排名：300+,社科 医学
MSc Speech and Language Therapy,伦敦大学城市学院言语和语言治疗理学硕士,/majr_64813,QS排名：300+,社科 语言
MA International Publishing,伦敦大学城市学院国际出版文学硕士,/majr_64790,QS排名：300+,社科 传播
MA Media and Communications,伦敦大学城市学院媒体与传播文学硕士,/majr_64793,QS排名：300+,社科 传播
MA Publishing,伦敦大学城市学院出版文学硕士,/majr_64797,QS排名：300+,社科 传播
MSc Insurance and Risk Management,伦敦大学城市学院保险与风险管理理学硕士,/majr_64754,QS排名：300+,商科 其他商科
"MSc Shipping, Trade and Finance",伦敦大学城市学院航运，贸易和金融理学硕士,/majr_64763,QS排名：300+,商科 其他商科
MA Broadcast Journalism,伦敦大学城市学院广播新闻学文学硕士,/majr_64765,QS排名：300+,社科 新闻
MA Creative Writing,伦敦大学城市学院创意写作文学硕士,/majr_64768,QS排名：300+,社科 文化
MA Creative Writing and Publishing,伦敦大学城市学院创意写作与出版文学硕士,/majr_64769,QS排名：300+,社科 文化
MFA Creative Writing,伦敦大学城市学院创意写作艺术硕士,/majr_64770,QS排名：300+,社科 文化
"MA Culture, Policy and Management",伦敦大学城市学院文化，政策与管理文学硕士,/majr_64772,QS排名：300+,社科 文化
MA Data Journalism,伦敦大学城市学院数据新闻学文学硕士,/majr_64773,QS排名：300+,社科 新闻
MA English,伦敦大学城市学院英语文学硕士,/majr_64778,QS排名：300+,社科 文化
"MA Erasmus Mundus Masters: Journalism, Media and Globalisation",伦敦大学城市学院新闻学，媒体与全球化文学硕士,/majr_64779,QS排名：300+,社科 新闻
MA Financial Journalism,伦敦大学城市学院金融新闻学文学硕士,/majr_64781,QS排名：300+,社科 新闻
MA Global Creative Industries,伦敦大学城市学院全球创意产业文学硕士,/majr_64782,QS排名：300+,社科 文化
MA Interactive Journalism,伦敦大学城市学院互动新闻文学硕士,/majr_64785,QS排名：300+,社科 新闻
MA International Journalism,伦敦大学城市学院国际新闻学文学硕士,/majr_64787,QS排名：300+,社科 新闻
MA Investigative Journalism,伦敦大学城市学院调查新闻学文学硕士,/majr_64791,QS排名：300+,社科 新闻
MA Magazine Journalism,伦敦大学城市学院杂志新闻学文学硕士,/majr_64792,QS排名：300+,社科 新闻
MA Music by Research,伦敦大学城市学院研究音乐文学硕士,/majr_64794,QS排名：300+,社科 其他社科
MA Newspaper Journalism,伦敦大学城市学院报纸新闻学文学硕士,/majr_64795,QS排名：300+,社科 新闻
MA Television Journalism,伦敦大学城市学院电视新闻学文学硕士,/majr_64800,QS排名：300+,社科 新闻
MSc Primary Care (Practice Nursing),伦敦大学城市学院初级保健（实践护理）理学硕士,/majr_64810,QS排名：300+,社科 其他社科
MSc Data Science,伦敦大学城市学院数据科学理学硕士,/majr_64822,QS排名：300+,理科 数据科学
MS in Finance,乔治华盛顿大学金融硕士,/majr_65589,QS排名：300+,商科 金融
MS in Computer Science,乔治华盛顿大学计算机科学理学硕士,/majr_72047,QS排名：300+,工科 计算机
Master of Science in Business Analytics,乔治华盛顿大学商业分析硕士,/majr_65535,QS排名：300+,商科 商业分析
MS in Electrical Engineering,乔治华盛顿大学电气工程理学硕士,/majr_72082,QS排名：300+,工科 电气电子
MS in Mechanical and Aerospace Engineering,乔治华盛顿大学机械与航天工程理学硕士,/majr_71864,QS排名：300+,工科 机械工程
MS in Biostatistics,乔治华盛顿大学生物统计学理学硕士,/majr_71746,QS排名：300+,理科 数学
MPH in Biostatistics,乔治华盛顿大学生物统计学公共卫生硕士,/majr_71747,QS排名：300+,理科 数学
MS in Statistics,乔治华盛顿大学统计学理学硕士,/majr_72068,QS排名：300+,理科 数学
MS in Mechanical Engineering,弗吉尼亚理工大学机械工程理学硕士,/majr_71868,QS排名：300+,工科 机械工程
MEng in Mechanical Engineering,弗吉尼亚理工大学机械工程工学硕士,/majr_71869,QS排名：300+,工科 机械工程
Masters Degree Program in Civil Infrastructure Engineering,弗吉尼亚理工大学土木基础建设工程硕士,/majr_71969,QS排名：300+,工科 土木工程
MSc Applied Actuarial Science,肯特大学应用精算科学理学硕士,/majr_52196,QS排名：300+,商科 金工金数
MSc Applied Actuarial Science with an Industrial Placement,肯特大学应用精算科学理学硕士（行业实习）,/majr_61705,QS排名：300+,商科 金工金数
MSc Applied Actuarial Science (International Master's),肯特大学应用精算科学理学硕士（国际硕士）,/majr_61706,QS排名：300+,商科 金工金数
MSc Actuarial Science,肯特大学精算学理学硕士,/majr_67543,QS排名：300+,商科 金工金数
MSc Actuarial Science with an Industrial Placement,肯特大学精算学理学硕士（含实习）,/majr_67544,QS排名：300+,商科 金工金数
MSc Applied Actuarial Science with an Industrial Placement (International Master's),肯特大学应用精算学国际理学硕士（含实习）,/majr_67547,QS排名：300+,商科 金工金数
MSc FinTech,肯特大学金融科技理学硕士,/majr_67559,QS排名：300+,商科 金工金数
MSc Finance,肯特大学金融学理学硕士,/majr_52135,QS排名：300+,商科 金融
MSc Finance and Management,肯特大学金融与管理理学硕士,/majr_61685,QS排名：300+,商科 金融
"MSc Finance, Investment and Risk",肯特大学金融、投资与风险理学硕士,/majr_61686,QS排名：300+,商科 金融
MSc Finance (Dual Award),肯特大学金融理学硕士（双学位）,/majr_71550,QS排名：300+,商科 金融
MSc Advanced Computer Science,肯特大学高级计算机科学理学硕士,/majr_52160,QS排名：300+,工科 计算机
MSc Artificial Intelligence,肯特大学人工智能理学硕士,/majr_52161,QS排名：300+,工科 计算机
MSc Computer Science,肯特大学计算机科学理学硕士,/majr_52163,QS排名：300+,工科 计算机
MSc Cyber Security,肯特大学网络安全理学硕士,/majr_61694,QS排名：300+,工科 计算机
MSc Computer Science (Artificial Intelligence),肯特大学计算机科学（人工智能）理学硕士,/majr_67551,QS排名：300+,工科 计算机
MSc Computer Science (Cyber Security),肯特大学计算机科学（网络安全）理学硕士,/majr_67552,QS排名：300+,工科 计算机
MSc Business Analytics,肯特大学商业分析理学硕士,/majr_52133,QS排名：300+,商科 商业分析
MSc Economics,肯特大学经济学理学硕士,/majr_52172,QS排名：300+,商科 经济
MSc Economics Conversion Programme,肯特大学经济学转换理学硕士,/majr_62923,QS排名：300+,商科 经济
MSc Development Economics,肯特大学发展经济学理学硕士,/majr_67556,QS排名：300+,商科 经济
MSc Financial Economics,肯特大学金融经济学理学硕士,/majr_67558,QS排名：300+,商科 经济
MSc Architectural Conservation,肯特大学建筑保护理学硕士,/majr_52120,QS排名：300+,社科 建筑
MA Architectural Visualisation,肯特大学建筑可视化文学硕士,/majr_52121,QS排名：300+,社科 建筑
MSc Architecture and the Sustainable Environment,肯特大学建筑与可持续环境理学硕士,/majr_52122,QS排名：300+,社科 建筑
MSc Marketing,肯特大学市场营销理学硕士,/majr_52144,QS排名：300+,商科 市场营销
MSc Digital Marketing and Analytics,肯特大学数字营销与分析理学硕士,/majr_61684,QS排名：300+,商科 市场营销
MA Urban Planning and Resilience,肯特大学城市规划与恢复文学硕士,/majr_67577,QS排名：300+,社科 建筑
LLM International Law,肯特大学国际法法学硕士,/majr_52126,QS排名：300+,社科 法律
LLM Human Rights Law,肯特大学人权法法学硕士,/majr_52145,QS排名：300+,社科 法律
LLM Law (Criminal Justice),肯特大学法律（刑事司法）法学硕士,/majr_52146,QS排名：300+,社科 法律
LLM Law (Human Rights Law),肯特大学法律（人权法）法学硕士,/majr_52148,QS排名：300+,社科 法律
LLM Law (International Commercial Law),肯特大学法律（国际商法）法学硕士,/majr_52149,QS排名：300+,社科 法律
LLM Law (International Criminal Justice),肯特大学法律（国际刑事司法）法学硕士,/majr_52150,QS排名：300+,社科 法律
LLM Law (International Environmental Law),肯特大学法律（国际环境法）法学硕士,/majr_52151,QS排名：300+,社科 法律
LLM Law (International Law with International Relations),肯特大学法律（国际法与国际关系）法学硕士,/majr_52153,QS排名：300+,社科 法律
LLM Law (International Law),肯特大学法律（国际法）法学硕士,/majr_52154,QS排名：300+,社科 法律
LLM Law (Law and Health),肯特大学法律（法律与健康）法学硕士,/majr_52156,QS排名：300+,社科 法律
LLM Law,肯特大学法律学法学硕士,/majr_52157,QS排名：300+,社科 法律
LLM Law (Intellectual Property Law),肯特大学法律（知识产权法）法学硕士,/majr_61690,QS排名：300+,社科 法律
MA International Migration,肯特大学国际移民文学硕士,/majr_52127,QS排名：300+,社科 社会学与社工
MA Criminology,肯特大学犯罪学文学硕士,/majr_52215,QS排名：300+,社科 社会学与社工
MA Methods of Social Research,肯特大学社会研究方法文学硕士,/majr_52218,QS排名：300+,社科 社会学与社工
MA Social Work,肯特大学社会工作文学硕士,/majr_52220,QS排名：300+,社科 社会学与社工
MA Sociology,肯特大学社会学文学硕士,/majr_52221,QS排名：300+,社科 社会学与社工
MA Social Anthropology - Humanitarian and Environmental Crises,肯特大学社会人类学文学硕士-人道主义与环境危机,/majr_62075,QS排名：300+,社科 社会学与社工
MA International Conflict and Security,肯特大学国际冲突与安全文学硕士,/majr_52124,QS排名：300+,社科 国际关系
MA International Development,肯特大学国际发展文学硕士,/majr_52125,QS排名：300+,社科 国际关系
MA International Relations,肯特大学国际关系文学硕士,/majr_52129,QS排名：300+,社科 国际关系
MA Political Strategy and Communication,肯特大学政治战略与传播文学硕士,/majr_52130,QS排名：300+,社科 国际关系
MA International Conflict Analysis,肯特大学国际冲突分析文学硕士,/majr_52202,QS排名：300+,社科 国际关系
MA International Relations with International Law,肯特大学国际关系与国际法文学硕士,/majr_52203,QS排名：300+,社科 国际关系
MA Peace and Conflict Studies (International Joint Award),肯特大学和平与冲突研究文学硕士（国际联合项目）,/majr_61715,QS排名：300+,社科 国际关系
MSc International Business and Management,肯特大学国际商业与管理理学硕士,/majr_52143,QS排名：300+,商科 管理
MA Philosophy,肯特大学哲学文学硕士,/majr_52192,QS排名：300+,社科 哲学
MSc Leadership and Management,肯特大学管理学理学硕士,/majr_61689,QS排名：300+,商科 管理
MSc Project Management,肯特大学项目管理理学硕士,/majr_67570,QS排名：300+,商科 管理
MSc Human Resource Management,肯特大学人力资源管理理学硕士,/majr_52137,QS排名：300+,商科 人力资源管理
MA Ancient History,肯特大学古代史文学硕士,/majr_67546,QS排名：300+,社科 历史
MA History and Archaeology of the Greek and Roman Worlds,肯特大学希腊和罗马世界历史与考古学文学硕士,/majr_67562,QS排名：300+,社科 历史
MA History and Philosophy of Art,肯特大学艺术历史与哲学文学硕士,/majr_67563,QS排名：300+,社科 历史
MA Modern History,肯特大学近代史文学硕士,/majr_67567,QS排名：300+,社科 历史
MSc Logistics and Supply Chain Management,肯特大学物流与供应链管理理学硕士,/majr_52141,QS排名：300+,商科 供应链管理
MA International Social Policy,肯特大学国际社会政策文学硕士,/majr_52217,QS排名：300+,社科 公共政策与事务
MA Two Year Master's in International Social Policy,肯特大学国际社会政策文学硕士（两年）,/majr_61723,QS排名：300+,社科 公共政策与事务
The Kent MBA,肯特大学工商管理硕士,/majr_67575,QS排名：300+,商科 工商管理
MSc Cognitive Psychology / Neuropsychology,肯特大学认知心理学/神经心理学理学硕士,/majr_52204,QS排名：300+,社科 心理学
MSc Developmental Psychology,肯特大学发展心理学理学硕士,/majr_52205,QS排名：300+,社科 心理学
MSc Organisational and Business Psychology,肯特大学组织与商业心理学理学硕士,/majr_52206,QS排名：300+,社科 心理学
MSc Political Psychology,肯特大学政治心理学理学硕士,/majr_52207,QS排名：300+,社科 心理学
MSc Social Psychology,肯特大学社会心理学理学硕士,/majr_52209,QS排名：300+,社科 心理学
MSc Applied Behaviour Analysis (Intellectual and Developmental Disability),肯特大学应用行为分析（智力和发育障碍）理学硕士,/majr_52211,QS排名：300+,社科 心理学
MSc Forensic Psychology,肯特大学法医心理学理学硕士,/majr_61717,QS排名：300+,社科 心理学
MA Medical Humanities,肯特大学医学人文学文学硕士,/majr_61700,QS排名：300+,社科 医学
MSc Forensic Science,肯特大学法医学理学硕士,/majr_62071,QS排名：300+,社科 医学
MA Intellectual and Developmental Disabilities,肯特大学智力与发育障碍文学硕士,/majr_62072,QS排名：300+,社科 医学
MSc Forensic Osteology and Field Recovery Methods,肯特大学法医骨学与现场恢复方法理学硕士,/majr_67560,QS排名：300+,社科 医学
MSc Infectious Diseases,肯特大学传染性疾病理学硕士,/majr_67564,QS排名：300+,社科 医学
MSc Reproductive Medicine: Science and Ethics,肯特大学生殖医学（科学与伦理）理学硕士,/majr_67571,QS排名：300+,社科 医学
MA Experimental and Theoretical Linguistics,肯特大学实验与理论语言学文学硕士,/majr_52191,QS排名：300+,社科 语言
MA International Multimedia Journalism,肯特大学国际多媒体新闻文学硕士,/majr_52131,QS排名：300+,社科 新闻
MA Multimedia Journalism,肯特大学多媒体新闻文学硕士,/majr_52132,QS排名：300+,社科 新闻
MSc Biotechnology and Bioengineering,肯特大学生物技术与生物工程理学硕士,/majr_52159,QS排名：300+,理科 生物
MA English and American Literature,肯特大学英美文学文学硕士,/majr_52186,QS排名：300+,社科 文化
MA Comparative Literature,肯特大学比较文学文学硕士,/majr_52189,QS排名：300+,社科 文化
MSc Analysis and Intervention in Intellectual and Developmental Disabilities,肯特大学智力与发育障碍分析与干预理学硕士,/majr_52210,QS排名：300+,社科 其他社科
MA Autism Studies,肯特大学自闭症研究文学硕士,/majr_52213,QS排名：300+,社科 其他社科
MA Security and Terrorism,肯特大学安全与恐怖主义文学硕士,/majr_52222,QS排名：300+,社科 其他社科
MSc Biomedicine,肯特大学生物医学理学硕士,/majr_61691,QS排名：300+,理科 生物
MSc Positive Behaviour Support,肯特大学积极行为支持理学硕士,/majr_61721,QS排名：300+,社科 其他社科
MSc Conservation and International Wildlife Trade,肯特大学保护与国际野生动植物贸易理学硕士,/majr_62063,QS排名：300+,社科 其他社科
MSc Conservation and Rural Development,肯特大学保护与农村发展理学硕士,/majr_62065,QS排名：300+,社科 其他社科
MSc Conservation Biology,肯特大学保护生物学理学硕士,/majr_62067,QS排名：300+,理科 生物
MSc Conservation Project Management,肯特大学保护项目管理理学硕士,/majr_62068,QS排名：300+,社科 其他社科
MSc Ethnobotany,肯特大学人类植物学理学硕士,/majr_62070,QS排名：300+,社科 其他社科
MA American Literature and Culture,肯特大学美国文学与文化文学硕士,/majr_67545,QS排名：300+,社科 文化
MSc Biotechnology and Business,肯特大学生物技术与商业理学硕士,/majr_67549,QS排名：300+,理科 生物
MSc Cancer Biology and Therapeutics,肯特大学癌症生物学与治疗学理学硕士,/majr_67550,QS排名：300+,理科 生物
MA Creative Producing,肯特大学创意制作文学硕士,/majr_67553,QS排名：300+,社科 文化
MA Creative Writing,肯特大学创意写作文学硕士,/majr_67554,QS排名：300+,社科 文化
MA Curating,肯特大学策展文学硕士,/majr_67555,QS排名：300+,社科 文化
MA Film,肯特大学电影文学硕士,/majr_67557,QS排名：300+,社科 影视
