en_name,ch_name,ranking,area,area_1,area_ranking,entrance_time,project_length,tuition,region
MSc Business Economics / International Business Economics,伦敦大学城市学院商业经济学/国际商业经济学理学硕士,QS排名：300+,商科 经济,经济,25,9月,1年,19900英镑/年,Britain
MSc Development Economics,伦敦大学城市学院发展经济学理学硕士,QS排名：300+,商科 经济,经济,25,9月,1年,19500英镑/年,Britain
MSc Economics,伦敦大学城市学院经济学理学硕士,QS排名：300+,商科 经济,经济,25,9月,1年,19500英镑/年,Britain
MSc Financial Economics,伦敦大学城市学院金融经济学理学硕士,QS排名：300+,商科 经济,经济,25,9月,1年,19500英镑/年,Britain
MA Global Political Economy,伦敦大学城市学院全球政治经济学文学硕士,QS排名：300+,商科 经济,经济,25,9月,1年,20000英镑/年,Britain
MSc Health Economics,伦敦大学城市学院健康经济学理学硕士,QS排名：300+,商科 经济,经济,25,9月,1年,19500英镑/年,Britain
MSc International Accounting and Finance,伦敦大学城市学院国际会计与金融理学硕士,QS排名：300+,商科 会计,会计,25,9月,1年,31700英镑/年,Britain
MSc Advanced Mechanical Engineering,伦敦大学城市学院先进机械工程理学硕士,QS排名：300+,工科 机械工程,机械工程,25,9月,1年,20700英镑/年,Britain
MSc Autonomous Systems,伦敦大学城市学院自动化系统理学硕士,QS排名：300+,工科 机械工程,机械工程,25,9月,1年,20700英镑/年,Britain
MSc Marketing Strategy and Innovation,伦敦大学城市学院营销策略与创新理学硕士,QS排名：300+,商科 市场营销,市场营销,25,9月,1年,28800英镑/年,Britain
MSc Criminology and Criminal Justice,伦敦大学城市学院犯罪学与刑事司法理学硕士,QS排名：300+,社科 法律,法律,25,9月,1年,18000英镑/年,Britain
LLM Bar Vocational Studies,伦敦大学城市学院律师职业研究法学硕士,QS排名：300+,社科 法律,法律,25,9月,1年,19700英镑/年,Britain
LLM International Litigation and Dispute Resolution,伦敦大学城市学院国际诉讼和纠纷解决法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM Criminal Litigation,伦敦大学城市学院刑事诉讼法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM International Banking and Finance Law,伦敦大学城市学院国际银行与金融法法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM International Commercial Law,伦敦大学城市学院国际商法法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM International Human Rights,伦敦大学城市学院国际人权法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM Maritime Law,伦敦大学城市学院海商法法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM Master of Laws,伦敦大学城市学院法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLM Public International Law,伦敦大学城市学院国际公法法学硕士,QS排名：300+,社科 法律,法律,25,1/9月,1年,18940英镑/年,Britain
LLB Graduate Entry Law,伦敦大学城市学院研究生入门法律法学学士,QS排名：300+,社科 法律,法律,25,9月,2年,16500英镑/年,Britain
MSc Research Methods,伦敦大学城市学院研究方法理学硕士,QS排名：300+,社科 社会学与社工,社会学与社工,25,9月,1年,14700英镑/年,Britain
MA Diplomacy and Foreign Policy,伦敦大学城市学院外交与外交政策文学硕士,QS排名：300+,社科 国际关系,国际关系,25,9月,1年,20300英镑/年,Britain
MA International Communications and Development,伦敦大学城市学院国际交流与发展文学硕士,QS排名：300+,社科 国际关系,国际关系,25,9月,1年,21650英镑/年,Britain
MA International Politics,伦敦大学城市学院国际政治文学硕士,QS排名：300+,社科 国际关系,国际关系,25,9月,1年,20300英镑/年,Britain
MA International Politics and Human Rights,伦敦大学城市学院国际政治与人权文学文学硕士,QS排名：300+,社科 国际关系,国际关系,25,9月,1年,20300英镑/年,Britain
MSc Civil Engineering Structures,伦敦大学城市学院土木工程结构理学硕士,QS排名：300+,工科 土木工程,土木工程,25,9月,1年,20700英镑/年,Britain
MSc Library Science,伦敦大学城市学院图书馆学理学硕士,QS排名：300+,商科 信息系统,信息系统,25,9月,1年,21800英镑/年,Britain
MSc International Business,伦敦大学城市学院国际商务理学硕士,QS排名：300+,商科 管理,管理,25,9月,1年,28800英镑/年,Britain
MSc Construction Management,伦敦大学城市学院施工管理理学硕士,QS排名：300+,工科 工程管理,工程管理,25,9月,1年,20700英镑/年,Britain
"MSc Project Management, Finance and Risk",伦敦大学城市学院项目管理，财务与风险理学硕士,QS排名：300+,工科 工程管理,工程管理,25,9月,1年,21800英镑/年,Britain
MSc Management,伦敦大学城市学院管理学理学硕士,QS排名：300+,商科 管理,管理,25,9月,1年,28000英镑/年,Britain
MSc Entrepreneurship,伦敦大学城市学院创业精神理学硕士,QS排名：300+,商科 创业与创新,创业与创新,25,9月,1年,28800英镑/年,Britain
MSc Digital Supply Chain Management,伦敦大学城市学院数字供应链管理理学硕士,QS排名：300+,商科 供应链管理,供应链管理,25,9月,1年,28800英镑/年,Britain
"MSc Innovation, Creativity and Leadership",伦敦大学城市学院创新，创造力和领导力理学硕士,QS排名：300+,商科 创业与创新,创业与创新,25,9月,1年,23500英镑/年,Britain
MSc Real Estate,伦敦大学城市学院房地产理学硕士,QS排名：300+,商科 房地产,房地产,25,9月,1年,25500英镑/年,Britain
MSc Real Estate Investment,伦敦大学城市学院房地产投资理学硕士,QS排名：300+,商科 房地产,房地产,25,9月,1年,25500英镑/年,Britain
MSc Food Policy,伦敦大学城市学院食品政策理学硕士,QS排名：300+,社科 公共政策与事务,公共政策与事务,25,9月,1年,14200英镑/年,Britain
Full-time MBA,伦敦大学城市学院工商管理,QS排名：300+,商科 工商管理,工商管理,25,9月,1年,48000英镑/年,Britain
MSc Energy and Environmental Technology and Economics,伦敦大学城市学院能源与环境技术与经济理学硕士,QS排名：300+,工科 能源,能源,25,9月,1年,20700英镑/年,Britain
MSc Renewable Energy and Power Systems Management,伦敦大学城市学院可再生能源和电力系统管理理学硕士,QS排名：300+,工科 能源,能源,25,9月,1年,20700英镑/年,Britain
MSc Economic Evaluation in Health Care,伦敦大学城市学院卫生保健经济评价理学硕士,QS排名：300+,社科 公共卫生,公共卫生,25,9月,1年,19500英镑/年,Britain
MSc Health Management,伦敦大学城市学院健康管理理学硕士,QS排名：300+,社科 公共卫生,公共卫生,25,1/9月,1年,16320英镑/年,Britain
MSc Health Policy,伦敦大学城市学院卫生政策理学硕士,QS排名：300+,社科 公共卫生,公共卫生,25,1/9月,1年,14050英镑/年,Britain
MPH Public Health,伦敦大学城市学院公共卫生硕士,QS排名：300+,社科 公共卫生,公共卫生,25,9月,1年,14750英镑/年,Britain
MSc Organisational Psychology,伦敦大学城市学院组织心理学理学硕士,QS排名：300+,社科 心理学,心理学,25,9月,1年,20700英镑/年,Britain
MSc Maritime Operations and Management,伦敦大学城市学院海上运营与管理理学硕士,QS排名：300+,工科 海洋技术,海洋技术,25,9月,1年,20700英镑/年,Britain
MSc Maritime Safety and Security Management,伦敦大学城市学院海事安全和安保管理理学硕士,QS排名：300+,工科 海洋技术,海洋技术,25,9月,1年,20700英镑/年,Britain
"MSc Clinical, Social and Cognitive Neuroscience",伦敦大学城市学院临床，社会和认知神经科学理学硕士,QS排名：300+,社科 医学,医学,25,9月,1年,18200英镑/年,Britain
MSc Clinical Optometry,伦敦大学城市学院临床验光理学硕士,QS排名：300+,社科 医学,医学,25,1/9月,1年,14050英镑/年,Britain
MSc Enhanced Midwifery Care,伦敦大学城市学院助产保健理学硕士,QS排名：300+,社科 医学,医学,25,1/9月,1年,14050英镑/年,Britain
MSc Global Maternal Health,伦敦大学城市学院全球孕产妇健康理学硕士,QS排名：300+,社科 医学,医学,25,9月,1年,14000英镑/年,Britain
MSc Speech and Language Therapy,伦敦大学城市学院言语和语言治疗理学硕士,QS排名：300+,社科 语言,语言,25,9月,2年,19000英镑/年,Britain
MA International Publishing,伦敦大学城市学院国际出版文学硕士,QS排名：300+,社科 传播,传播,25,9月,1年,18100英镑/年,Britain
MA Media and Communications,伦敦大学城市学院媒体与传播文学硕士,QS排名：300+,社科 传播,传播,25,9月,1年,21600英镑/年,Britain
MA Publishing,伦敦大学城市学院出版文学硕士,QS排名：300+,社科 传播,传播,25,9月,1年,18100英镑/年,Britain
MSc Insurance and Risk Management,伦敦大学城市学院保险与风险管理理学硕士,QS排名：300+,商科 其他商科,其他商科,25,9月,1年,23500英镑/年,Britain
"MSc Shipping, Trade and Finance",伦敦大学城市学院航运，贸易和金融理学硕士,QS排名：300+,商科 其他商科,其他商科,25,9月,1年,28000英镑/年,Britain
MA Broadcast Journalism,伦敦大学城市学院广播新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA Creative Writing,伦敦大学城市学院创意写作文学硕士,QS排名：300+,社科 文化,文化,25,9月,1年,19300英镑/年,Britain
MA Creative Writing and Publishing,伦敦大学城市学院创意写作与出版文学硕士,QS排名：300+,社科 文化,文化,25,9月,1年,18100英镑/年,Britain
MFA Creative Writing,伦敦大学城市学院创意写作艺术硕士,QS排名：300+,社科 文化,文化,25,9月,2年,19300英镑/年,Britain
"MA Culture, Policy and Management",伦敦大学城市学院文化，政策与管理文学硕士,QS排名：300+,社科 文化,文化,25,9月,1年,21400英镑/年,Britain
MA Data Journalism,伦敦大学城市学院数据新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA English,伦敦大学城市学院英语文学硕士,QS排名：300+,社科 文化,文化,25,9月,1年,17500英镑/年,Britain
"MA Erasmus Mundus Masters: Journalism, Media and Globalisation",伦敦大学城市学院新闻学，媒体与全球化文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,2年,7000英镑/年,Britain
MA Financial Journalism,伦敦大学城市学院金融新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA Global Creative Industries,伦敦大学城市学院全球创意产业文学硕士,QS排名：300+,社科 文化,文化,25,9月,1年,19900英镑/年,Britain
MA Interactive Journalism,伦敦大学城市学院互动新闻文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA International Journalism,伦敦大学城市学院国际新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA Investigative Journalism,伦敦大学城市学院调查新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA Magazine Journalism,伦敦大学城市学院杂志新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA Music by Research,伦敦大学城市学院研究音乐文学硕士,QS排名：300+,社科 其他社科,其他社科,25,9月,1年,13800英镑/年,Britain
MA Newspaper Journalism,伦敦大学城市学院报纸新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MA Television Journalism,伦敦大学城市学院电视新闻学文学硕士,QS排名：300+,社科 新闻,新闻,25,9月,1年,22700英镑/年,Britain
MSc Primary Care (Practice Nursing),伦敦大学城市学院初级保健（实践护理）理学硕士,QS排名：300+,社科 其他社科,其他社科,25,2月,1年,11240英镑/年,Britain
MSc Data Science,伦敦大学城市学院数据科学理学硕士,QS排名：300+,理科 数据科学,数据科学,25,9月,1年,21800英镑/年,Britain
MSc Applied Actuarial Science,肯特大学应用精算科学理学硕士,QS排名：300+,商科 金工金数,金工金数,26,9月,1年,21900英镑/年,Britain
MSc Applied Actuarial Science with an Industrial Placement,肯特大学应用精算科学理学硕士（行业实习）,QS排名：300+,商科 金工金数,金工金数,26,9月,2年,21900英镑/年,Britain
MSc Applied Actuarial Science (International Master's),肯特大学应用精算科学理学硕士（国际硕士）,QS排名：300+,商科 金工金数,金工金数,26,9月,2年,21900英镑/年,Britain
MSc Actuarial Science,肯特大学精算学理学硕士,QS排名：300+,商科 金工金数,金工金数,26,9月,1年,21900英镑/年,Britain
MSc Actuarial Science with an Industrial Placement,肯特大学精算学理学硕士（含实习）,QS排名：300+,商科 金工金数,金工金数,26,9月,2年,21900英镑/年,Britain
MSc Applied Actuarial Science with an Industrial Placement (International Master's),肯特大学应用精算学国际理学硕士（含实习）,QS排名：300+,商科 金工金数,金工金数,26,9月,3年,21900英镑/年,Britain
MSc FinTech,肯特大学金融科技理学硕士,QS排名：300+,商科 金工金数,金工金数,26,9月,1年,19300英镑/年,Britain
MSc Finance,肯特大学金融学理学硕士,QS排名：300+,商科 金融,金融,39,9月,1年,19300英镑/年,Britain
MSc Finance and Management,肯特大学金融与管理理学硕士,QS排名：300+,商科 金融,金融,39,9月,1年,19300英镑/年,Britain
"MSc Finance, Investment and Risk",肯特大学金融、投资与风险理学硕士,QS排名：300+,商科 金融,金融,39,9月,1年,19300英镑/年,Britain
MSc Advanced Computer Science,肯特大学高级计算机科学理学硕士,QS排名：300+,工科 计算机,计算机,27,9月,1年,21900英镑/年,Britain
MSc Artificial Intelligence,肯特大学人工智能理学硕士,QS排名：300+,工科 计算机,计算机,27,9月,1年,21900英镑/年,Britain
MSc Computer Science,肯特大学计算机科学理学硕士,QS排名：300+,工科 计算机,计算机,27,9月,1年,21900英镑/年,Britain
MSc Cyber Security,肯特大学网络安全理学硕士,QS排名：300+,工科 计算机,计算机,27,9月,1年,21900英镑/年,Britain
MSc Computer Science (Artificial Intelligence),肯特大学计算机科学（人工智能）理学硕士,QS排名：300+,工科 计算机,计算机,27,9月,1年,21900英镑/年,Britain
MSc Computer Science (Cyber Security),肯特大学计算机科学（网络安全）理学硕士,QS排名：300+,工科 计算机,计算机,27,9月,1年,21900英镑/年,Britain
MSc Business Analytics,肯特大学商业分析理学硕士,QS排名：300+,商科 商业分析,商业分析,21,9月,1年,21900英镑/年,Britain
MSc Economics,肯特大学经济学理学硕士,QS排名：300+,商科 经济,经济,31,9月,1年,19300英镑/年,Britain
MSc Economics Conversion Programme,肯特大学经济学转换理学硕士,QS排名：300+,商科 经济,经济,31,9月,2年,19300英镑/年,Britain
MSc Development Economics,肯特大学发展经济学理学硕士,QS排名：300+,商科 经济,经济,31,9月,1年,19300英镑/年,Britain
MSc Financial Economics,肯特大学金融经济学理学硕士,QS排名：300+,商科 经济,经济,31,9月,1年,19300英镑/年,Britain
MSc Architectural Conservation,肯特大学建筑保护理学硕士,QS排名：300+,社科 建筑,建筑,22,9月,1年,18000英镑/年,Britain
MA Architectural Visualisation,肯特大学建筑可视化文学硕士,QS排名：300+,社科 建筑,建筑,22,9月,1年,19300英镑/年,Britain
MSc Architecture and the Sustainable Environment,肯特大学建筑与可持续环境理学硕士,QS排名：300+,社科 建筑,建筑,22,9月,1年,18000英镑/年,Britain
MSc Marketing,肯特大学市场营销理学硕士,QS排名：300+,商科 市场营销,市场营销,34,9月,1年,21900英镑/年,Britain
MSc Digital Marketing and Analytics,肯特大学数字营销与分析理学硕士,QS排名：300+,商科 市场营销,市场营销,34,9月,1年,21900英镑/年,Britain
MA Urban Planning and Resilience,肯特大学城市规划与恢复文学硕士,QS排名：300+,社科 建筑,建筑,22,9月,1年,18000英镑/年,Britain
LLM Law (Criminal Justice),肯特大学法律（刑事司法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (Human Rights Law),肯特大学法律（人权法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Commercial Law),肯特大学法律（国际商法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Criminal Justice),肯特大学法律（国际刑事司法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Environmental Law),肯特大学法律（国际环境法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Law with International Relations),肯特大学法律（国际法与国际关系）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Law),肯特大学法律（国际法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (Law and Health),肯特大学法律（法律与健康）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law,肯特大学法律学法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (Intellectual Property Law),肯特大学法律（知识产权法）法学硕士,QS排名：300+,社科 法律,法律,24,1/9月,1年,19300英镑/年,Britain
MA Criminology,肯特大学犯罪学文学硕士,QS排名：300+,社科 社会学与社工,社会学与社工,22,9月,1年,18000英镑/年,Britain
MA Methods of Social Research,肯特大学社会研究方法文学硕士,QS排名：300+,社科 社会学与社工,社会学与社工,22,9月,1年,18000英镑/年,Britain
MA Social Work,肯特大学社会工作文学硕士,QS排名：300+,社科 社会学与社工,社会学与社工,22,9月,2年,18000英镑/年,Britain
MA Sociology,肯特大学社会学文学硕士,QS排名：300+,社科 社会学与社工,社会学与社工,22,9月,1年,18000英镑/年,Britain
MA Social Anthropology - Humanitarian and Environmental Crises,肯特大学社会人类学文学硕士-人道主义与环境危机,QS排名：300+,社科 社会学与社工,社会学与社工,22,9月,1年,18000英镑/年,Britain
MA International Relations,肯特大学国际关系文学硕士,QS排名：300+,社科 国际关系,国际关系,19,1/9月,1年,18000英镑/年,Britain
MA International Conflict Analysis,肯特大学国际冲突分析文学硕士,QS排名：300+,社科 国际关系,国际关系,19,1/9月,1年,18000英镑/年,Britain
MA International Relations with International Law,肯特大学国际关系与国际法文学硕士,QS排名：300+,社科 国际关系,国际关系,19,9/1月,1年,18000英镑/年,Britain
MA Peace and Conflict Studies (International Joint Award),肯特大学和平与冲突研究文学硕士（国际联合项目）,QS排名：300+,社科 国际关系,国际关系,19,9月,2年,11600英镑/年,Britain
MSc International Business and Management,肯特大学国际商业与管理理学硕士,QS排名：300+,商科 管理,管理,32,9月,1年,21900英镑/年,Britain
MA Philosophy,肯特大学哲学文学硕士,QS排名：300+,社科 哲学,哲学,14,9月,1年,18000英镑/年,Britain
MSc Leadership and Management,肯特大学管理学理学硕士,QS排名：300+,商科 管理,管理,32,9月,1年,21900英镑/年,Britain
MSc Project Management,肯特大学项目管理理学硕士,QS排名：300+,商科 管理,管理,32,1/9月,1年,21900英镑/年,Britain
MSc Human Resource Management,肯特大学人力资源管理理学硕士,QS排名：300+,商科 人力资源管理,人力资源管理,30,9月,1年,21900英镑/年,Britain
MA Ancient History,肯特大学古代史文学硕士,QS排名：300+,社科 历史,历史,30,9月,1年,18000英镑/年,Britain
MA History and Archaeology of the Greek and Roman Worlds,肯特大学希腊和罗马世界历史与考古学文学硕士,QS排名：300+,社科 历史,历史,30,9月,1年,18000英镑/年,Britain
MA History and Philosophy of Art,肯特大学艺术历史与哲学文学硕士,QS排名：300+,社科 历史,历史,30,9月,1年,18000英镑/年,Britain
MA Modern History,肯特大学近代史文学硕士,QS排名：300+,社科 历史,历史,30,9月,1年,18000英镑/年,Britain
MSc Logistics and Supply Chain Management,肯特大学物流与供应链管理理学硕士,QS排名：300+,商科 供应链管理,供应链管理,20,9月,1年,21900英镑/年,Britain
MA International Social Policy,肯特大学国际社会政策文学硕士,QS排名：300+,社科 公共政策与事务,公共政策与事务,14,9月,1年,18000英镑/年,Britain
MA Two Year Master's in International Social Policy,肯特大学国际社会政策文学硕士（两年）,QS排名：300+,社科 公共政策与事务,公共政策与事务,14,9月,2年,14100英镑/年,Britain
The Kent MBA,肯特大学工商管理硕士,QS排名：300+,商科 工商管理,工商管理,14,9月,1年,23800英镑/年,Britain
MSc Cognitive Psychology / Neuropsychology,肯特大学认知心理学/神经心理学理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,19300英镑/年,Britain
MSc Developmental Psychology,肯特大学发展心理学理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,19300英镑/年,Britain
MSc Organisational and Business Psychology,肯特大学组织与商业心理学理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,20400英镑/年,Britain
MSc Political Psychology,肯特大学政治心理学理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,19300英镑/年,Britain
MSc Social Psychology,肯特大学社会心理学理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,19300英镑/年,Britain
MSc Applied Behaviour Analysis (Intellectual and Developmental Disability),肯特大学应用行为分析（智力和发育障碍）理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,18000英镑/年,Britain
MSc Forensic Psychology,肯特大学法医心理学理学硕士,QS排名：300+,社科 心理学,心理学,30,9月,1年,21900英镑/年,Britain
MA Medical Humanities,肯特大学医学人文学文学硕士,QS排名：300+,社科 医学,医学,9,9月,1年,18000英镑/年,Britain
MSc Forensic Science,肯特大学法医学理学硕士,QS排名：300+,社科 医学,医学,9,9月,1年,21900英镑/年,Britain
MA Intellectual and Developmental Disabilities,肯特大学智力与发育障碍文学硕士,QS排名：300+,社科 医学,医学,9,9月,1年,18000英镑/年,Britain
MSc Forensic Osteology and Field Recovery Methods,肯特大学法医骨学与现场恢复方法理学硕士,QS排名：300+,社科 医学,医学,9,9月,1年,21900英镑/年,Britain
MSc Infectious Diseases,肯特大学传染性疾病理学硕士,QS排名：300+,社科 医学,医学,9,9月,1年,21900英镑/年,Britain
MSc Reproductive Medicine: Science and Ethics,肯特大学生殖医学（科学与伦理）理学硕士,QS排名：300+,社科 医学,医学,9,9月,1年,21900英镑/年,Britain
MA Experimental and Theoretical Linguistics,肯特大学实验与理论语言学文学硕士,QS排名：300+,社科 语言,语言,29,9月,1年,18000英镑/年,Britain
MA International Multimedia Journalism,肯特大学国际多媒体新闻文学硕士,QS排名：300+,社科 新闻,新闻,29,9月,1年,19300英镑/年,Britain
MA Multimedia Journalism,肯特大学多媒体新闻文学硕士,QS排名：300+,社科 新闻,新闻,29,9月,1年,18000英镑/年,Britain
MSc Biotechnology and Bioengineering,肯特大学生物技术与生物工程理学硕士,QS排名：300+,理科 生物,生物,30,9月,1年,21900英镑/年,Britain
MA English and American Literature,肯特大学英美文学文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MA Comparative Literature,肯特大学比较文学文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MSc Analysis and Intervention in Intellectual and Developmental Disabilities,肯特大学智力与发育障碍分析与干预理学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,18000英镑/年,Britain
MA Autism Studies,肯特大学自闭症研究文学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,18000英镑/年,Britain
MA Security and Terrorism,肯特大学安全与恐怖主义文学硕士,QS排名：300+,社科 其他社科,其他社科,38,1/9月,1年,18000英镑/年,Britain
MSc Biomedicine,肯特大学生物医学理学硕士,QS排名：300+,理科 生物,生物,30,9月,1年,21900英镑/年,Britain
MSc Positive Behaviour Support,肯特大学积极行为支持理学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,18000英镑/年,Britain
MSc Conservation and International Wildlife Trade,肯特大学保护与国际野生动植物贸易理学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,23100英镑/年,Britain
MSc Conservation and Rural Development,肯特大学保护与农村发展理学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,23100英镑/年,Britain
MSc Conservation Biology,肯特大学保护生物学理学硕士,QS排名：300+,理科 生物,生物,30,9月,1年,23100英镑/年,Britain
MSc Conservation Project Management,肯特大学保护项目管理理学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,23100英镑/年,Britain
MSc Ethnobotany,肯特大学人类植物学理学硕士,QS排名：300+,社科 其他社科,其他社科,38,9月,1年,21900英镑/年,Britain
MA American Literature and Culture,肯特大学美国文学与文化文学硕士,QS排名：300+,社科 文化,文化,38,9月,1年,18000英镑/年,Britain
MSc Biotechnology and Business,肯特大学生物技术与商业理学硕士,QS排名：300+,理科 生物,生物,30,9月,1年,21900英镑/年,Britain
MSc Cancer Biology and Therapeutics,肯特大学癌症生物学与治疗学理学硕士,QS排名：300+,理科 生物,生物,30,9月,1年,21900英镑/年,Britain
MA Creative Producing,肯特大学创意制作文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MA Creative Writing,肯特大学创意写作文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MA Curating,肯特大学策展文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MA Film,肯特大学电影文学硕士,QS排名：300+,社科 影视,影视,30,9月,1年,18000英镑/年,Britain
MSc Healthcare Management,肯特大学医疗保健管理理学硕士,QS排名：300+,商科 其他商科,其他商科,30,9月,1年,21900英镑/年,Britain
MA Physical Acting,肯特大学身体表演文学硕士,QS排名：300+,社科 影视,影视,30,9月,1年,18000英镑/年,Britain
MA Postcolonial Studies,肯特大学后殖民研究文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MSc Statistical Data Science,肯特大学统计数据科学理学硕士,QS排名：300+,理科 数据科学,数据科学,30,9月,1年,18000英镑/年,Britain
MSc Statistical Data Science with an Industrial Placement,肯特大学统计数据科学理学硕士（含实习）,QS排名：300+,理科 数据科学,数据科学,30,9月,2年,18000英镑/年,Britain
MA Theatre Making,肯特大学戏剧制作文学硕士,QS排名：300+,社科 影视,影视,30,9月,1年,18000英镑/年,Britain
MA Film with Practice,肯特大学电影与实践文学硕士,QS排名：300+,社科 影视,影视,30,9月,1年,18000英镑/年,Britain
MA Medieval and Early Modern Studies,肯特大学中世纪和早期现代研究文学硕士,QS排名：300+,社科 文化,文化,30,9月,1年,18000英镑/年,Britain
MSc Computational Finance,伦敦大学皇家霍洛威学院计算金融学理学硕士,QS排名：300+,商科 金工金数,金工金数,23,9月,1年,22800英镑/年,Britain
MSc Computational Finance with a Year in Industry,伦敦大学皇家霍洛威学院计算金融学理学硕士（1年行业实习）,QS排名：300+,商科 金工金数,金工金数,23,9月,2年,13680英镑/年,Britain
MSc Finance (2 year course),伦敦大学皇家霍洛威学院金融学理学硕士（两年项目）,QS排名：300+,商科 金融,金融,37,9月,2年,20700英镑/年,Britain
MSc Finance,伦敦大学皇家霍洛威学院金融学理学硕士,QS排名：300+,商科 金融,金融,37,9月,1年,20700英镑/年,Britain
MSc Corporate Finance,伦敦大学皇家霍洛威学院公司金融学理学硕士,QS排名：300+,商科 金融,金融,37,9月,1年,20700英镑/年,Britain
MSc Data Science and Analytics,伦敦大学皇家霍洛威学院数据科学与解析理学硕士,QS排名：300+,工科 计算机,计算机,24,1/9月,1年,27100英镑/年,Britain
MSc Machine Learning,伦敦大学皇家霍洛威学院机器学习理学硕士,QS排名：300+,工科 计算机,计算机,24,9月,1年,22800英镑/年,Britain
MSc Information Security,伦敦大学皇家霍洛威学院信息安全理学硕士,QS排名：300+,工科 计算机,计算机,24,1/9月,1年,27100英镑/年,Britain
MSc Machine Learning with a Year in Industry,伦敦大学皇家霍洛威学院机器学习理学硕士（1年行业实习）,QS排名：300+,工科 计算机,计算机,24,9月,2年,13680英镑/年,Britain
MSc Information Security with a Year in Industry,伦敦大学皇家霍洛威学院信息安全理学硕士（1年行业实习）,QS排名：300+,工科 计算机,计算机,24,1/9月,2年,16250英镑/年,Britain
MSc Artificial Intelligence,伦敦大学皇家霍洛威学院人工智能理学硕士,QS排名：300+,工科 计算机,计算机,24,1/9月,1年,22800英镑/年,Britain
MSc Artificial Intelligence with a Year in Industry,伦敦大学皇家霍洛威学院人工智能（行业内一年）理学硕士,QS排名：300+,工科 计算机,计算机,24,1/9月,2年,13680英镑/年,Britain
